Charity Name,Charity Number,Postcode,Latitude,Longitude,Main Operating Location
Broxburn United Sports Club Trust,SC039547,EH52 5AN,55.93376472,-3.45902205,West Lothian
2nd Dalgety Bay Brownie Unit,SC039554,KY11 9GF,56.03477901,-3.36680666,Fife
4th Lossiemouth Brownie Unit,SC039565,AB56 4DJ,57.68993301,-2.92754984,Moray
2nd Loanhead Guides,SC039577,EH20 9AJ,55.87639154,-3.156082,Midlothian
Saline Community Week Group,SC039589,KY12 9TR,56.11174518,-3.56682659,Fife
West Linton & District Pipe Band Association,SC039590,EH46 7ES,55.74723379,-3.35383375,Scottish Borders
86/191st Glasgow Scout Group,SC039595,G72 9UN,55.81093352,-4.1062309,Glasgow City
Eaglesham Primary School Parent Council,SC039599,G76 0AS,55.7387781,-4.27532976,East Renfrewshire
Heritage Arts Auchmithie Residents (H.A.A.R.),SC039602,DD11 5SY,56.58862996,-2.52588681,Angus
The Friends of Magdalen Green,SC039603,DD1 4NW,56.45466167,-2.98689992,Dundee City
Western Wildcats Hockey Club,SC039604,G62 6EJ,55.93660032,-4.29482821,East Dunbartonshire
Bullwood Nature Trail,SC039606,PA23 8RY,55.98952381,-4.92396841,Argyll & Bute
Hillfoots YMCA,SC039607,FK12 5JT,56.15515705,-3.79520982,Clackmannanshire
Smithton Primary Parent Council,SC039609,IV2 7PB,57.48037891,-4.15034752,Highland
26th Livingston Brownies,SC039614,EH54 9HR,55.86796226,-3.50663771,West Lothian
Paisley Childrens Centre Fund Raising Committee,SC039617,PA4 0JU,55.86908393,-4.39352678,Renfrewshire
The Karate Initiative (SCIO),SC039618,KY11 4TF,56.06615374,-3.45202132,Fife
Perth Street Pastors ,SC039619,PH2 7BZ,56.39825264,-3.40231181,Perth & Kinross
Dundee Mixed Martial Arts Youth and Community Sports Association,SC039621,DD1 2JD,56.46440369,-2.9671417,Dundee City
Rutherglen Old People's Welfare Committee,SC039631,G75 9DY,55.74867686,-4.19363559,South Lanarkshire
Ardoch Development Trust,SC039636,FK15 9RG,56.26551157,-3.88485971,Stirling
Isle of Rum Community Trust,SC039637,PH43 4RR,57.01541289,-6.28150839,Highland
St Mary's Parent Forum Committee,SC039639,EH7 5HB,55.95887344,-3.17840205,City of Edinburgh
Sunart Community Company,SC039640,PH36 4HY,56.6910964,-5.58885567,Argyll & Bute
46th Angus Scout Group,SC039648,DD2 5QZ,56.49823665,-3.05570428,Angus
65th Aberdeen (Milltimber) Scout Group,SC039649,AB13 0JD,57.10968558,-2.23257408,Aberdeen
Eriskay Communal Committee,SC039653,HS8 5JJ,57.08596659,-7.30693401,Western Isles
Dalbeattie Civic Daze,SC039656,DG5 4ET,54.93056089,-3.81819934,Dumfries & Galloway
Avoch Harbour Trust Limited,SC039677,IV1 3XS,57.50291623,-4.2581681,Highland
St Margaret's Parent Teacher Association,SC039680,FK2 0XF,55.98740621,-3.72185902,Falkirk
Kirkintilloch and Lenzie ACTS Group,SC039686,G66 2JQ,55.94310991,-4.13942533,East Dunbartonshire
Haugh of Urr Nursery,SC039690,DG7 3LD,54.98258578,-3.85543294,Dumfries & Galloway
Irvine Sports Club,SC039695,KA12 8PE,55.61950664,-4.67527552,North Lanarkshire
Blairgowrie & Rattray Development Trust Limited,SC039702,PH10 6NQ,56.59122232,-3.33633399,Perth & Kinross
High Flyers Community Childcare,SC039706,G72 7JQ,55.8190622,-4.16445642,South Lanarkshire
East Criffel Community Transport,SC039708,DG2 8AE,54.90326868,-3.61573505,Dumfries & Galloway
Donaldson Leadership Academy,SC039710,KY6 2AG,56.19029795,-3.18033117,Fife
Lossiemouth High School Parent Partnership,SC039711,IV30 5RZ,57.70790504,-3.43822995,Moray
We Step Together,SC039713,G14 0LL,55.88867912,-4.37813309,Glasgow City
Strathkinness Village Hall,SC039716,KY16 9XP,56.33514605,-2.87353434,Fife
Carron Connections,SC039728,FK2 7UL,56.02156708,-3.77977828,Falkirk
Bilbster & Thuster Hall Committee,SC039734,KW1 5SG,58.43129003,-3.16413722,Highland
Donaldson's School Parent Staff Association,SC039736,EH49 6BZ,55.97434737,-3.59860473,West Lothian
North Ayrshire and Arran Scout District Council,SC039740,KA20 4AE,55.64144854,-4.77038283,North Ayrshire
Clydesdale District Scout Council,SC039744,G2 4PB,55.86368683,-4.26854999,South Lanarkshire
3rd Campsie Rainbow Unit,SC039745,G66 8BE,55.95866765,-4.16405839,Glasgow City
2nd Coatbridge Scout Group,SC039746,ML6 9ES,55.85958334,-3.98948191,North Lanarkshire
Making Meldrum Better Charity,SC039748,AB51 0AB,57.33391365,-2.31659297,Aberdeenshire
Meldrum Community Garden Project,SC039753,AB51 0NF,57.34434618,-2.41972838,Aberdeenshire
80th Glasgow Scout Group,SC039756,G13 2EH,55.89615177,-4.33948119,Glasgow City
Drumatik Drum Group,SC039768,KY2 6ZJ,56.13595481,-3.19258415,Fife
Bikeworks Fife Ltd,SC039769,KY7 5QR,56.19891501,-3.17179565,Fife
Skye & Lochalsh Rivers Trust,SC039771,IV51 9BT,57.41260566,-6.19468374,Highland
Adam's Community Trust,SC039774,ML10 6AZ,55.68759755,-4.06145855,South Lanarkshire
1st Lenzie Boys' Brigade Company,SC039776,G66 4EJ,55.92749733,-4.16881915,East Dunbartonshire
Fife Law Centre,SC039780,KY5 9AF,56.125693,-3.31142389,Fife
8th Paisley Brownie Unit,SC039783,PA5 0DD,55.82696497,-4.50330186,Renfrewshire
Greenock Baptist Church,SC039787,PA19 1UP,55.95604435,-4.80276162,Inverclyde
Kinellar After School Club,SC039793,AB21 0JG,57.21107917,-2.28385359,Aberdeen
Bright Horizons Day Care Centre,SC039794,KY16 0JX,56.37975009,-2.8855342,Fife
The Voices for Change Services User Network,SC039797,G42 8AX,55.83321316,-4.25372771,Glasgow City
Active Seniors,SC039798,G13 3TR,55.89258977,-4.3608108,Glasgow City
Menstrie Scout Group,SC039801,FK9 4NU,56.15489088,-3.95029969,Clackmannanshire
Newmachar First Responders,SC039811,AB21 0PL,57.26491758,-2.19175698,Aberdeenshire
Newton Stewart Rugby Football Club,SC039813,DG8 8AQ,54.79022313,-4.41289859,Dumfries & Galloway
Langholm Archive Group,SC039816,DG13 0AY,55.15151511,-3.00602941,Dumfries & Galloway
Alhambra Theatre Trust,SC039817,KY12 7NX,56.07008432,-3.4577917,Fife
Morar Community Trust,SC039820,PH40 4PA,56.9720403,-5.82322966,Highland
Allsorts Childcare Centre Limited,SC039822,TD11 3QG,55.77494119,-2.35335619,Scottish Borders
Clydesdale Christian Youth Trust,SC039824,ML12 6LT,55.59881067,-3.59724558,South Lanarkshire
20th Dundee Guides,SC039826,DD5 3TS,56.48514028,-2.84125481,Angus
Oban & Lorn Sports Festival,SC039834,PA34 4TG,56.29008245,-5.61430754,Argyll & Bute
36th Forth Valley Scout Group,SC039835,G63 9BX,55.98850342,-4.30874215,Glasgow City
Stirling Area Access Panel ,SC039837,FK8 2DX,56.11617198,-3.93521424,Stirling
East Highland Concert Band,SC039841,KW10 6SE,57.99241179,-3.97865221,Highland
1st Fort Augustus Guides,SC039846,PH33 7DG,56.83528023,-5.08700976,Highland
East and Central Sutherland Citizens Advice Bureau Ltd,SC039847,KW10 6SN,57.97220577,-3.98215415,Highland
Saving St Bride's Chapel Arran Group,SC039849,KA27 8JU,55.54076087,-5.12546821,North Ayrshire
The Community School Of Auchterarder Parent Council,SC039850,PH3 1DQ,56.29755004,-3.69247496,Perth & Kinross
West Lothian Financial Inclusion Network SCIO,SC039867,EH47 8HB,55.86103213,-3.68877941,West Lothian
Glenelg and Arnisdale Development Trust,SC039874,IV40 8JT,57.2096973,-5.62836568,Highland
"ILC, Darnley, Scotland",SC039881,G53 7TH,55.8170427,-4.3746215,Glasgow City
Prospecthill Community Focus,SC039884,PA15 4HR,55.94174259,-4.76982315,Inverclyde
Milnbank Housing Association Limited,SC039891,G31 3DQ,55.86383207,-4.2132134,Glasgow City
The Boston Memorial Hall Association,SC039893,TD7 5JB,55.41278641,-3.20333182,Scottish Borders
Brooksbank Centre & Services,SC039895,DD4 8DG,56.48156047,-2.93715047,Dundee City
Dumfries and Galloway Housing Partnership Limited,SC039896,G1 1HL,55.86038037,-4.24842954,Dumfries & Galloway
1st Inverurie Rainbow Unit,SC039901,AB51 4TJ,57.29008306,-2.39115509,Aberdeenshire
The Orkney Traditional Music Project,SC039905,KW17 2QU,58.93380943,-2.8553556,Orkney Islands
1st Torphins Scout Group,SC039916,AB31 4JS,57.10850767,-2.62436468,Aberdeenshire
Murrayfield - DAFS Cricket Club,SC039920,EH30 9SW,55.98561484,-3.41570765,City of Edinburgh
Friends of Hillside,SC039923,KA18 1RS,55.45721441,-4.28026236,East Ayrshire
The George Mackay Brown Fellowship,SC039924,KW16 3BU,58.96166351,-3.29931895,Orkney Islands
Friends of Polson Park,SC039925,EH33 1AU,55.94799114,-2.96007073,East Lothian
Kinglassie Kiddies,SC039926,KY5 0YD,56.17552849,-3.23258275,Fife
Dunoon Radio Limited,SC039927,PA23 7HA,55.95069739,-4.92747931,Argyll & Bute
William Street Hall Trust,SC039934,PH1 3UZ,56.44804758,-3.46381624,Perth & Kinross
Drumchapel Caravan Project,SC039952,G13 3DD,55.88987563,-4.35658369,Glasgow City
36th City of Edinburgh Brownie Pack,SC039955,EH3 7JF,55.95029573,-3.2132285,City of Edinburgh
Whiteness Methodist Church,SC039956,ZE2 9GJ,60.20866004,-1.29420009,Shetland Islands
Craigneuk War Memorial Group,SC039963,ML2 7TH,55.78002768,-3.95609911,North Lanarkshire
Linnvale Community Bus,SC039966,G81 2SZ,55.90428881,-4.38241655,West Dunbartonshire
49th Paisley Guide Unit,SC039973,PA2 9HS,55.82888593,-4.45619052,Renfrewshire
Falkland War Memorial Trust,SC039975,KY15 7HH,56.24861697,-3.15399612,Fife
Cramond District Girl Guides,SC039984,KY8 5EF,56.19292352,-3.05067026,City of Edinburgh
Cramond Senior Section,SC039993,EH4 6QN,55.96377583,-3.31044261,City of Edinburgh
Comann Nam Parant (Inbhir Narainn),SC039996,IV12 5RT,57.58839611,-3.8392986,Highland
East End Thistle Football Club,SC039998,G69 7LW,55.84695206,-4.13035173,Glasgow City
Colintraive & Glendaruel Development Trust,SC040002,PA22 3AS,55.91777559,-5.13809165,Argyll & Bute
The Edinburgh Schools Rock Ensemble Trust,SC040003,EH7 5UN,55.95793394,-3.16094669,City of Edinburgh
North West Glasgow Voluntary Sector Network,SC040005,G14 0LL,55.88867912,-4.37813309,Glasgow City
EKTA Group- Elderly Care Forum,SC040007,G43 2YT,55.81859572,-4.29425936,Glasgow City
Orkney Trefoil Guild,SC040011,KW17 2QG,58.91881024,-2.81945536,Orkney Islands
Carnoustie And District Pipe Band,SC040015,DD7 6HU,56.5083363,-2.70749583,Angus
Boghall Pop Skool,SC040017,EH55 8DN,55.82780856,-3.65714918,West Lothian
The Oasis Youth Centre Management Committee,SC040019,DG1 1LW,55.07096604,-3.60746792,Dumfries & Galloway
Lochalsh Youth Community Trust,SC040020,IV43 8QR,57.14544001,-5.79952144,Highland
78th Fife (Auchtermuchty) Scout Group,SC040024,KY14 7EF,56.30242371,-3.23994718,Fife
The Ashwood Scotland Foundation,SC040025,EH54 8TE,55.88923267,-3.57268471,West Lothian
North Kelvin Sports Development Group (SCIO),SC040027,G20 8TS,55.88492398,-4.28314144,Glasgow City
1st Howwood Brownie Pack,SC040030,PA9 1DY,55.81331874,-4.55495728,Renfrewshire
Arbroath Lads Club,SC040031,DD11 2LZ,56.55645408,-2.62210628,Angus
Moffat Town Hall Redevelopment Trust,SC040032,DG10 9HF,55.3331658,-3.44477943,Scottish Borders
1st Eaglesham Guide Unit,SC040035,G76 0LR,55.74353239,-4.27970128,Glasgow City
Ferryhill Railway Heritage Trust SCIO,SC040039,AB31 5RS,57.05418616,-2.51130293,Aberdeenshire
12th West Lothian Scout Group,SC040040,EH54 9LF,55.87076331,-3.51270756,West Lothian
25th Stirling (Dunblane) Boys' Brigade Company,SC040043,FK15 9JR,56.18660876,-3.97658053,Stirling
The Boys Brigade 1st Bridge of Weir Company,SC040044,PA11 3HH,55.85669006,-4.5857702,Renfrewshire
1st Hayocks Rainbow Unit,SC040045,KA22 7BT,55.65202679,-4.80329151,North Ayrshire
5th Stevenson Brownie Unit,SC040046,KA22 7BT,55.65202679,-4.80329151,North Ayrshire
Laide Jetty Users Association,SC040048,IV22 2NQ,57.87203651,-5.43922718,Highland
1st Glen Lusset (Old Kilpatrick) Scout Group,SC040054,G60 5EU,55.91946252,-4.45772523,West Dunbartonshire
Inch Park Community Sports Club,SC040057,EH16 5UD,55.92333997,-3.16380077,East Lothian
St Andrews Rainbow Unit,SC040062,KW17 2RY,58.90716088,-2.93104384,Orkney Islands
1st Newmachar Brownie Unit,SC040063,AB21 0PW,57.2673991,-2.19027768,Aberdeenshire
Mayfield Community Charitable Society,SC040068,EH22 5PE,55.87136753,-3.04254405,Midlothian
9th Alloa Guide Unit,SC040069,FK10 3SA,56.12115138,-3.7817049,Clackmannanshire
33rd Paisley & District (Gleniffer) Scout Group,SC040070,PA2 7RS,55.82705097,-4.4200041,City of Edinburgh
Saltoun Playgroup,SC040071,EH41 4QL,55.90448143,-2.75106455,East Lothian
East End Asylum & Integration Network,SC040074,PA4 0UR,55.87174974,-4.38166961,Renfrewshire
Kirkintilloch Male Voice Choir,SC040076,G61 2LR,55.91159575,-4.31792898,Glasgow City
1st Fettercairn Brownie Unit,SC040083,AB30 1YW,56.85310576,-2.57620886,Aberdeenshire
Friends of Elder Park,SC040084,G4 9HU,55.87331409,-4.2772164,Glasgow City
Future Choices,SC040085,AB12 3BT,57.12654588,-2.08417446,Aberdeenshire
Tayvallich Community Company,SC040087,PA31 8PW,56.01961607,-5.62778877,Argyll & Bute
Science 03,SC040089,KW1 5LE,58.44081557,-3.10161954,Highland
Parents & Friends of Calderside Nursery,SC040090,G72 0BL,55.79218848,-4.09558374,South Lanarkshire
Roy Bridge Primary School Parent Council,SC040091,PH31 4AE,56.89086472,-4.84216472,Highland
Sustaining Dunbar,SC040106,EH42 1EN,56.00075952,-2.51400713,East Lothian
Friends of the Abbeyfield Society in Turriff Trust,SC040109,AB53 4BY,57.5409293,-2.45429327,Aberdeenshire
Great Oaks Kids Club (G.O. Kids),SC040110,EH3 6RE,55.95835533,-3.2022684,Falkirk
Burnfoot Community Futures,SC040120,TD9 8EJ,55.43632027,-2.76726011,Scottish Borders
3rd Falkirk Guides,SC040121,FK3 0JB,56.00655472,-3.71871721,Falkirk
The Newton Primary School Charitable Trust,SC040122,FK15 0DZ,56.19040745,-3.94844338,Stirling
1st Tarbert Guide Unit,SC040125,PA29 6XZ,55.796552,-5.53038261,Argyll & Bute
1st Dalgety Bay Rainbow Unit,SC040126,KY11 9FN,56.03677148,-3.3645819,Fife
2nd Whitecraigs Guides,SC040129,G74 4GH,55.77417613,-4.17583884,East Renfrewshire
Aberfeldy and District Old People's Welfare Association,SC040144,PH15 2BQ,56.61935145,-3.86029874,Perth & Kinross
9th Glenrothes Guide Unit,SC040147,KY7 6GD,56.2037835,-3.17573227,Fife
Leith Museum Company,SC040149,EH6 6RR,55.97431281,-3.16776684,Midlothian
Lochside Arena,SC040150,HS1 2JF,58.20961401,-6.38405579,Western Isles
9th Glenrothes Brownie Unit,SC040153,KY7 6GD,56.2037835,-3.17573227,Fife
1st Blairhall Rainbows,SC040163,KY12 9PP,56.0888944,-3.60112973,Fife
2nd A Glenrothes Guide Unit,SC040164,KY6 2NY,56.19221029,-3.19358793,Fife
Aberdeen Stoneywood Scout Group,SC040165,AB21 9HS,57.18671735,-2.18236771,Aberdeen
2nd West Linton Guide Unit,SC040166,EH46 7EN,55.74804492,-3.35606041,Scottish Borders
1st Auchenblae Brownie Unit,SC040167,AB30 1ZQ,56.89762438,-2.45039111,Aberdeenshire
The Dairsie Tots Group,SC040170,KY15 5BN,56.31606515,-3.00362643,Fife
Coldingham Sands Community Company,SC040172,TD14 5HP,55.87258972,-2.08873566,Scottish Borders
1st Tarbert Brownie Unit,SC040173,PA29 6XZ,55.796552,-5.53038261,Argyll & Bute
28th Inverness Brownie Unit,SC040176,IV3 8QF,57.47558041,-4.2582819,Highland
Perth Grammar Community Trust,SC040178,PH10 6SY,56.59386347,-3.34802271,Perth & Kinross
Arran Youth Foundations,SC040182,KA27 8EG,55.51846482,-5.30711704,North Ayrshire
22nd Perthshire (St Matthew's) Scout Group,SC040184,PH1 1LJ,56.39632754,-3.46087447,Perth & Kinross
The South West Family Support Group,SC040186,G77 5HT,55.77337059,-4.31387568,East Renfrewshire
Quickdraw Climbing Club,SC040188,EH12 8EF,55.94553256,-3.29794501,Midlothian
Friends of Braidburn Valley Park,SC040192,EH10 6HU,55.91557421,-3.2115516,City of Edinburgh
The Flotta Heritage Trust,SC040197,KW16 3NP,58.82637428,-3.10333426,Orkney Islands
The Macmillan Gift Shop Association,SC040203,PH10 6EZ,56.59317471,-3.34192369,Perth & Kinross
The Macmillan Coffee Shop Association,SC040206,PH1 1ES,56.39264322,-3.47230022,Perth & Kinross
Creetown Building Preservation Trust Limited,SC040208,DG8 6QE,54.94007832,-4.48914959,Dumfries & Galloway
Langbank Swingpark Regeneration,SC040212,PA14 6XF,55.92368452,-4.59492251,Renfrewshire
Langlands School Parent Council,SC040214,G53 5SD,55.83366895,-4.35129698,Glasgow City
2nd Dumfriesshire (Langholm) Scout Group,SC040216,DG13 0AS,55.15158408,-3.00529361,Dumfries & Galloway
44th Lochee Old &St Lukes Brownie Unit,SC040219,PH10 6FB,56.58059579,-3.32687471,Dundee City
1st Monikie Brownies and Rainbows,SC040220,DD4 7QX,56.47224321,-2.91917844,Angus
Actively Reaching Kids,SC040234,ML8 5JG,55.74790672,-3.88551618,North Lanarkshire
Parent and Child Support Group,SC040236,ML3 6AF,55.77458124,-4.04066599,South Lanarkshire
Crown Community Centre,SC040238,IV2 3NP,57.47888927,-4.21459811,Highland
Letham Community Sports Club,SC040239,PH1 2JB,56.40412751,-3.47749176,Perth & Kinross
Care and Repair in East Dunbartonshire,SC040240,G66 1HW,55.94059455,-4.15790981,East Dunbartonshire
"1st Bonnybrigg, Lasswade and Rosewell Senior Section Unit",SC040242,EH22 1EJ,55.89564151,-3.06304039,Midlothian
Girl Guiding Glasgow West Division,SC040243,G2 1BP,55.86210745,-4.25325977,Glasgow City
Girl Guiding Glasgow 310th Rainbow Unit,SC040244,G2 1BP,55.86210745,-4.25325977,Glasgow City
Girl Guiding Glasgow West Division Camp Account,SC040245,G2 1BP,55.86210745,-4.25325977,Glasgow City
1st Douglas Brownie Unit,SC040252,ML11 0RY,55.55868552,-3.84364966,South Lanarkshire
1st Duns Brownies,SC040253,TD11 3QL,55.77091952,-2.36742615,Scottish Borders
"Space to Grow, Moffat",SC040255,DG10 9HB,55.33177243,-3.44709336,Dumfries & Galloway
Girl Guiding Glasgow 310th Guide Unit,SC040257,G2 1BP,55.86210745,-4.25325977,Glasgow City
Apple Tree Nursery Limited,SC040258,PA20 0AY,55.84112324,-5.06236187,Argyll & Bute
Kingussie Community Development Company,SC040259,PH21 1HA,57.07950088,-4.05951826,Highland
Tingwall Public Hall,SC040261,ZE2 9SG,60.20269856,-1.22204577,Shetland Islands
Govanhill Family Support Group (Against Abuse - Drugs & Alcohol),SC040264,G42 8DN,55.83426443,-4.26450425,Glasgow City
1st Strathaven Rangers Unit,SC040265,ML10 6XQ,55.67415958,-4.08603841,South Lanarkshire
Kilbraur Windfarm Community Benefit Trust,SC040268,KW10 6TG,57.97312792,-3.97659126,Highland
1st Bridge of Earn Rainbow Unit,SC040270,PH2 0HR,56.3881246,-3.44857369,Perth & Kinross
PLUS Perth & Kinross,SC040271,PH2 8JJ,56.3946827,-3.43164984,Perth & Kinross
The Morvern Community Trust,SC040272,PA80 5XT,56.99752757,-7.4971108,Highland
259th Glasgow Guides,SC040274,ML3 9NL,55.76561973,-4.0846409,Glasgow City
Grantown on Spey Scout Group,SC040275,PH26 3JU,57.32530528,-3.61746752,Moray
3rd Cults Brownie Unit,SC040278,AB10 1UX,57.14522431,-2.11467336,Aberdeen
The Friends Of Cambuslang Park,SC040279,G72 8PZ,55.81206311,-4.15974253,South Lanarkshire
TOC H Coupar Angus Thursday Friends,SC040281,PH13 9EF,56.54539565,-3.27691328,Perth & Kinross
3rd Alloa Rainbows,SC040283,FK10 3SA,56.12115138,-3.7817049,Clackmannanshire
2nd Alva Brownies,SC040284,FK10 3SA,56.12115138,-3.7817049,Clackmannanshire
4th Airdrie Guides,SC040285,ML6 9BY,55.86158034,-3.99214081,North Lanarkshire
Renfrew Victoria Youth Football Club,SC040287,PA4 0AH,55.87291154,-4.38572132,Renfrewshire
Friends of Burdiehouse Burn Valley Park,SC040288,EH17 7ER,55.91227657,-3.14003157,City of Edinburgh
1st MacDuff Senior Section Unit,SC040290,AB44 1QN,57.67028878,-2.49423262,Aberdeenshire
207th Glasgow Guide & Ranger Unit,SC040292,G15 6QQ,55.90406241,-4.3638599,Glasgow City
Ardrishaig Community Trust,SC040296,PA30 8ET,55.95699738,-5.44671437,Argyll & Bute
Edinbane Community Company,SC040297,IV51 9PW,57.46913329,-6.43222784,Highland
1st Dalrymple Brownies,SC040301,KA19 7HF,55.35570861,-4.67895085,East Ayrshire
Aberdour and Dalgety Bay District,SC040304,KY11 8LR,56.05541176,-3.39314935,Fife
9th Ayr Guides,SC040305,KA7 4HS,55.43227836,-4.65252016,South Ayrshire
2nd Kintore Rainbow Unit,SC040307,AB51 0ZN,57.23059608,-2.34918171,Aberdeenshire
2nd Bridge of Weir Rainbows,SC040308,KA15 1JE,55.74363051,-4.64296003,Renfrewshire
Govan Church of the Nazarene,SC040309,G51 4ND,55.85694294,-4.3340552,Glasgow City
Cochrane Castle Halls Management Association,SC040310,PA5 0HA,55.82525103,-4.51681169,Renfrewshire
Transition Town Forres Ltd,SC040314,IV36 1PH,57.6093446,-3.61189041,Moray
Dunvegan Community Trust,SC040318,IV55 8ZJ,57.37827615,-6.51911686,Highland
Cumnock Highland Games Association,SC040320,KA18 1AL,55.45876507,-4.27421465,East Ayrshire
4th Finnart Rainbows,SC040326,PA19 1NY,55.96103059,-4.81901859,Inverclyde
6th Inverness Muirton Rainbows,SC040327,IV3 5RG,57.47867017,-4.24829717,Highland
1st Auchinblae Guide Unit,SC040328,AB15 8GN,57.13058906,-2.21242001,Aberdeenshire
1st Lasswade Guides,SC040329,EH19 2BG,55.87600488,-3.11620775,Midlothian
Shettleston 'B' Rainbow Unit,SC040331,G2 1BP,55.86210745,-4.25325977,Glasgow City
1st Maud Rainbow Unit,SC040332,AB42 4NJ,57.52210502,-2.13240177,Aberdeenshire
354th City of Glasgow Guide Unit,SC040336,G2 4PB,55.86368683,-4.26854999,Glasgow City
1st Kirkwall Rainbow Unit,SC040337,KW15 1PF,58.98006628,-2.95359023,Orkney Islands
Cowal Pipe Band,SC040338,PA23 8HD,55.9595236,-4.91236199,Argyll & Bute
7th Perthshire Scout Group,SC040339,PH1 3PD,56.41781217,-3.57955167,Perth & Kinross
Pulse Community Radio Ltd,SC040342,G78 2SG,55.78879152,-4.38588614,East Renfrewshire
Callum's Trust,SC040344,TD1 2BX,55.61166268,-2.77785695,Scottish Borders
Yorkhill Housing Association,SC040346,G3 8TH,55.86584409,-4.28843055,Glasgow City
